Metric,roman-empire,amazon-ratings,minesweeper,tolokers,questions,squirrel,squirrel-directed,squirrel-filtered,squirrel-filtered-directed,chameleon,chameleon-directed,chameleon-filtered,chameleon-filtered-directed,actor,texas,texas-4-classes,cornell,wisconsin
our_class_homophily,0.045540357556413204,0.049439527094364166,0.1236526370048523,0.24082261323928833,-1,0.0,0.3589223772287369,0.04984905943274498,0.07649119943380356,0.0339171327650547,0.47449779883027077,0.043097250163555145,0.1302838996052742,0.05491551384329796,0.07663706690073013,0.07663706690073013,0.0632115975022316,0.046943649649620056
