Metric,roman-empire,amazon-ratings,minesweeper,tolokers,questions,squirrel,squirrel-directed,squirrel-filtered,squirrel-filtered-directed,chameleon,chameleon-directed,chameleon-filtered,chameleon-filtered-directed,actor,texas,texas-4-classes,cornell,wisconsin
our_class_homophily,0.692394495010376,0.6143133640289307,0.4359889626502991,0.762974739074707,-1,0.8299417495727539,0.7659217119216919,0.9551030993461609,0.9570854902267456,0.8486369252204895,0.8202537894248962,0.9015462398529053,0.9789026379585266,0.8900763988494873,0.611326277256012,0.611326277256012,0.686611533164978,0.5999571681022644
