Metric,roman-empire,amazon-ratings,minesweeper,tolokers,questions,squirrel,squirrel-directed,squirrel-filtered,squirrel-filtered-directed,chameleon,chameleon-directed,chameleon-filtered,chameleon-filtered-directed,actor,texas,texas-4-classes,cornell,wisconsin
edge_homophily,0.04689160734415054,0.3803761303424835,0.6827825903892517,0.5945221781730652,0.8395662307739258,0.2221342772245407,0.2239430993795395,0.2071790248155594,0.2174137979745865,0.2299257218837738,0.23500734567642212,0.2360514998435974,0.2474234402179718,0.2167373150587082,0.06093189865350723,0.06093189865350723,0.12274368107318878,0.17777778208255768
our_naive,0.1763496845960617,0.3378159999847412,0.7027931213378906,0.6933488845825195,0.9588441252708435,0.20936675369739532,0.5094926953315735,0.24759159982204437,0.2998412847518921,0.23994559049606323,0.5905018448829651,0.24653781950473785,0.32644176483154297,0.26652511954307556,0.4329717457294464,0.4329717457294464,0.372406005859375,0.3876170516014099
