Metric,roman-empire,amazon-ratings,minesweeper,tolokers,questions,squirrel,squirrel-directed,squirrel-filtered,squirrel-filtered-directed,chameleon,chameleon-directed,chameleon-filtered,chameleon-filtered-directed,actor,texas,texas-4-classes,cornell,wisconsin
node_homophily,0.0460478849709034,0.37570720911026,0.6829007863998413,0.6344469785690308,0.8979855179786682,0.21720895171165466,0.08891734480857849,0.1904737502336502,0.2272084355354309,0.24708591401576996,0.10394182056188583,0.24405887722969055,0.28463849425315857,0.21993499994277954,0.05666450038552284,0.05666450038552284,0.11095361411571503,0.15522414445877075
our_homophily,0.16629196945268818,0.32697738743958005,0.6916777022182942,0.6794261800318191,0.9504877710156954,0.20953778701375433,0.513800250476993,0.24825820455506104,0.291507672158196,0.2411368856330058,0.593908249335523,0.24890061633640462,0.3245913212637553,0.26352815502568294,0.41718264611163103,0.41718264611163103,0.35393166615337623,0.3678353068481878
